id	cj6	cj5	cj5f	unicode
13094	GBTNO	GTNO	GTNO	3C45
13095	GBTP	GBTP	GBTP	
13096	GBTU	GBTU	GBTU	5808
13097	GBU	GBU	GBU	2129F
13098	GBUC	GBUC	GBUC	57BB
13099	GBMC	GBMC	GBMC	57E7
13099	GBUC1	XGBUC	GBUC	
13100	GBUT	GBUT	GBUT	3683
13101	GBUU	GBUU	GBUU	57B7
13102	GBUX	GBUL	GBUL	4D7A
13103	GBUX1	XGBUL	GBUL	2A504
13104	GBVK	GBVK	GBVK	213DB
13105	GBVS	GBVS	GBVS	2131D
13106	GBWI	GBWI	GBWI	
13107	GBWM	XGBLM	GBLM	58F7
13108	GBWO	GBWO	GBWO	3684
13109	GBX	GBHX	GBHX	586A
13110	GBXM	GBLM	GBLM	58FA
13111	GBY	GBY	GBY	574D
13112	GBYJ	GBYJ	GBYJ	
13113	GBYR	GBYR	GBYR	2055F
13114	GB1	XGB	GB	21245
13115	GB2	XXGB	GB	
13116	GCA	GCA	GCA	
13117	GCANO	GUNO	GUNO	
13118	GCAN1	XGUNO	GUNO	
13119	GCBAA	GCRXU	GCRXU	9F00
13120	GCBUU	GCBUU	GCBUU	89BF
13121	GCCR	GCCR	GCCR	
13122	GCDHE	GCDHE	GCDHE	76BE
13123	GCEKS	GEKS	GEKS	2086D
13124	GCENO	GENO	GENO	238CB
13125	GCG	GCG	GCG	5774
13126	GCGHZ	GGHAF	GGHAF	9D71
13127	GCGKS	GGKS	GGKS	52CE
13128	GCGOG	GGOG	GGOG	28FF2
13129	GCHE	GCHE	GCHE	590C
13130	GCHG	GCHG	GCHG	214EF
13131	GCHWI	GCHUI	GCHUI	29D3A
13132	GCIN	GCIN	GCIN	2137B
13133	GCIS	GCIM	GCIM	5855
13134	GCJOK	GJOK	GJOK	
13135	GCMI	GCMI	GCMI	
13136	GCMI1	XGCMI	GCMI	
13137	GCMJ	GCMJ	GCMJ	
13138	GCMT	GCMT	GCMT	
13138	GTCT	GTCT	GTCT	5867
13139	GCNH	GCNH	GCNH	21321
13140	GCRR	GCRR	GCRR	21319
13141	GCRU	GCRU	GCRU	3642
13142	GCSH	GCSH	GCSH	574B
13143	GCSHH	GCSHH	GCSHH	20820
13144	GCSHI	GCSHI	GCSHI	20820
13145	GCST	GCST	GCST	2139B
13146	GCT	GCT	GCT	2233B
13147	GCTA	GCTA	GCTA	214E0
13148	GCV	GCV	GCV	4E27
13149	GCWA	GCWA	GCWA	589E
13150	GCWA1	XGCWA	GCWA	5897
13151	GCWBC	GCWBC	GCWBC	27E07
13152	GCWCA	GCWCA	GCWCA	21411
13153	GCWCB	GCWCB	GCWCB	2136C
13154	GCWCR	GCWCR	GCWCR	
13155	GCWLC	GCWLC	GCWLC	27DCF
13156	GCWR	GCWR	GCWR	556C
13157	GD	GD	GD	2127F
13158	GDD	GDD	GDD	2135A
13159	GDDD	GDDD	GDDD	21453
13160	GDDF	GDDF	GDDF	21472
13161	GDHE	GDHE	GDHE	5761
13162	GDHNE	GDHNE	GDHNE	7A40
13162	GDHN4	GDHNE	GDHNE	
13163	GDHN1	XGDHN	GDHNE	6996
13164	GDHN2	XXGDH	GDHNE	7CD3
13165	GDHN3	XXXGD	GDHNE	3745
13166	GDHNE	GDHNE	GDHNE	7A40
13166	GDHN4	GDHNE	GDHNE	
13167	GDHN5			
13168	GDHX			214C0
13169	GDI	GDI	GDI	5BFA
13170	GDINL	GINL	GINL	90BF
13171	GDJ	GDJ	GDJ	21289
13172	GDK	GDK	GDK	5757
13173	GDKSR	GDKSR	GDKSR	2586E
13174	GDKX	GDKM	GDKM	214DF
13175	GDL	GDL	GDL	
13176	GDMQ	GDMQ	GDMQ	3654
13177	GDTB	GDTB	GDTB	214AB
13178	GDW	GDW	GDW	57EC
13179	GDWF	GDWF	GDWF	581C
13180	GE	GE	GE	2127A
13181	GEA	GEA	GEA	23346
13182	GEAD	GEAD	GEAD	23AD9
13183	GEA1	XGEA	GEA	21329
13184	GEBU	GEBU	GEBU	77BD
13185	GEBU1	XGEBU	GEBU	252A7
13186	GEC	GEC	GEC	93E7
13187	GECD	GECD	GECD	589A
13188	GEC1	XGEC	GEC	4962
13189	GED	GED	GED	3BCF
13190	GEDMQ	GEDMQ	GEDMQ	293DC
13191	GEDOE	GEDON	GEDON	2A371
13192	GEDO1	XGEDO	GEDO	
13193	GEE	GEE	GEE	6F00
13194	GEEA	GEEA	GEEA	4D81
13195	GEEE	GEEE	GEEE	364D
13196	GEEII	GEEII	GEEII	9F1C
13197	GEF	GEF	GEF	3DEB
13198	GEFBG	GEFBG	GEFBG	9F1E
13199	GEFD	GEFD	GEFD	25F06
13200	GEG	GEG	GEG	2A50B
13201	GEGI	GEGI	GEGI	4D7D
13202	GEGIT	GEGIT	GEGIT	2A52E
13203	GEGTE	GEGTE	GEGTE	2A530
13204	GEGZ	GEGLC	GEGLC	27E77
13205	GEG1	XGEG	GEG	213B7
13206	GEG2	XXGEG	GEG	214A2
13207	GEG3			214BC
13208	GEHA	GEHA	GEHA	3FE6
13209	GEHD	GEHD	GEHD	417D
13210	GEHDA	GEHDA	GEHDA	99A8
13211	GEHEJ	GEHEJ	GEHEJ	2A51E
13212	GEHEM	GEHEM	GEHEM	
13213	GEHEQ	GEHEQ	GEHEQ	2A514
13214	GEHEY	GEHEY	GEHEY	9F15
13214	GEHE2	XXGEH	GEHEY	9F15
13215	GEHE1	XGEHE	GEHE	3C87
13216	GEHEY	GEHEY	GEHEY	9F15
13216	GEHE2	XXGEH	GEHEY	9F15
13217	GEHKB	GEHKB	GEHKB	6BCA
13218	GEHM	GEHM	GEHM	21418
13219	GEHNE	GEHNE	GEHNE	2500E
13220	GEHN1	XGEHN	GEHNE	23E6C
13221	GEHOR	GEHOR	GEHOR	9F1B
13221	GEHYR	GEHYR	GEHYR	9F1B
13222	GEHO1	XGEHO	GEHOR	
13223	GEHQ	GEHQ	GEHQ	246D7
13224	GEHWJ	GEHWJ	GEHWJ	9F19
13225	GEHOR	GEHOR	GEHOR	9F1B
13225	GEHYR	GEHYR	GEHYR	9F1B
13226	GEHY1	XGEHY	GEHYR	
13227	GEHZ	GEHAF	GEHAF	2A1C0
13228	GEHZ1	XGEHA	GEHAF	2A1AA
13229	GEID	GEID	GEID	
13230	GEIH	GEIH	GEIH	213DC
13231	GEIHF	GEIHF	GEIHF	2A52F
13232	GEIHR	GEIHR	GEIHR	2A529
13233	GEJCM	GEJCM	GEJCM	23ADD
13234	GEJC1	XGEJC	GEJCM	2A523
13235	GEJR	GEJR	GEJR	23ACA
13236	GEJR1	XGEJR	GEJR	2A510
13237	GEJTC	GEJTC	GEJTC	2A535
13238	GEJWJ	GEJWJ	GEJWJ	4870
13239	GEJW1	XGEJW	GEJWJ	
13240	GEKOE	GEJON	GEJON	
13241	GEKO1	XGEJO	GEJOE	2A360
13242	GEKS	XGEKS	GEKS	
13243	GELI	GELMI	GELMI	879C
13244	GELI1	XGELM	GELMI	27421
13245	GELI2	XXGEL	GELMI	2A516
13246	GELUO	GELMO	GELMO	2A51B
13247	GELXL	GELXL	GELXL	9F18
13248	GEMCW	GEMCW	GEMCW	288A4
13249	GEMMI	GEMMI	GEMMI	2A50E
13250	GEMR	GEMR	GEMR	78EC
13251	GEMR1	XGEMR	GEMR	2A511
13252	GEMSO	GEMSO	GEMSO	2A51F
13253	GEMVM	GEMVM	GEMVM	23AD2
13254	GEMX	GEMYM	GEMYM	23AC6
13255	GEN	GEN	GEN	22419
13256	GENBG	GENBG	GENBG	27934
13257	GENBQ	GENBQ	GENBQ	
13258	GENB1	XGENB	GENBG	2A51D
13259	GENIB	GENIB	GENIB	2A51C
13260	GENLM	GENLM	GENLM	2A534
13261	GENOT	GENOT	GENOT	9F1F
13262	GENO1	XGENO	GENOT	23AE4
13263	GEOB	GFCB	GFCB	5849
13264	GEOJU	GEOJU	GEOJU	7F44
13265	GEOJ1	XGEOJ	GEOJU	2A515
13266	GEOKM	GEOKM	GEOKM	
13267	GEOKQ	GEOKQ	GEOKQ	
13268	GEONI	GEOII	GEOII	3C86
13269	GEOR	GEOMR	GEOMR	4D80
13270	GEOSL	GEOML	GEOML	
13271	GEP	GEP	GEP	6164
13272	GEPHR	GEPHR	GEPHR	21108
13273	GEP1	XGEP	GEP	6128
13274	GEP2	XXGEP	GEP	22871
13275	GEQ	GEQ	GEQ	6480
13276	GEQJ	GEQJ	GEQJ	2A50D
13277	GEQPR	GEJPR	GEJPR	21112
13278	GER	GER	GER	23AA5
13279	GERHP	GERHP	GERHP	2A518
13280	GERSJ	GERSJ	GERSJ	2A52A
13281	GERYO	GERYO	GERYO	2818A
13282	GESHR	GESHR	GESHR	3C88
13283	GESH1	XGESH	GESH	
13284	GESJ	GESJ	GESJ	8072
13285	GESJ1	XGESJ	GESJ	265FA
13286	GESMV	GESMV	GESMV	9F1A
13287	GETJ	GETJ	GETJ	21435
13288	GETLJ	GETLJ	GETLJ	2A528
13289	GETQ	GETQ	GETQ	2A519
13290	GEU	GEU	GEU	21F4C
13291	GEV	GEV	GEV	21806
13292	GEVIF	GEVIF	GEVIF	
13293	GEWK	GEWK	GEWK	2A517
13294	GEYAJ	GEYAJ	GEYAJ	23ADC
13295	GEYBP	GEYBP	GEYBP	2A6A3
13296	GEYB1	XGEYB	GEYBP	2A537
13297	GEYHJ	GEYHJ	GEYHJ	2A532
13298	GEYMR	GEYMR	GEYMR	8B26
13299	GEYR	GEYR	GEYR	4D7F
13300	GEYTA	GEYTA	GEYTA	97FE
13301	GEYT1	XGEYT	GEYTA	2A527
13302	GF	GF	GF	707B
13303	GFB	GFB	GFB	21314
13304	GFBQ	GFBQ	GFBQ	21444
13305	GFBR	GFBR	GFBR	57EB
13306	GFBT	GFBT	GFBT	250C1
13307	GFBU	GFBU	GFBU	
13308	GFBUU	GFBUU	GFBUU	27858
13309	GFBW	GFBW	GFBW	58CB
13310	GFDC	GFDC	GFDC	214F4
13311	GFDQ	GFDQ	GFDQ	2145D
13312	GFDT	GFDT	GFDT	213F0
13313	GFDV	GFDV	GFDV	
13314	GFEBU	GFEBU	GFEBU	
13315	GFEG	GFEG	GFEG	2145A
13316	GFELI	GFELI	GFELI	273B9
13317	GFF	GFF	GFF	57EE
13318	GFFS	GFFS	GFFS	2144D
13319	GFG	GFQG	GFQG	5818
13320	GFGF	GFGF	GFGF	21393
13321	GFHNE	GFHNE	GFHNE	7E20
13322	GFHN1	XXGFH	GFHNE	3DE4
13323	GFHS	GFHS	GFHS	
13324	GFJJ	GFJJ	GFJJ	
13325	GFLE	GFLE	GFLE	96B7
13326	GFMC	GFMC	GFMC	213F6
13327	GFMU	GFMU	GFMU	5799
13328	GFOFD	GFOFD	GFOFD	25EF3
13329	GFQ	GFQ	GFQ	5762
13330	GFQL	GFQL	GFQL	214CF
13331	GFQ1	XGFQ	GFQ	22E27
13332	GFS	GFSM	GFSM	57B1
13333	GFSU	GFQU	GFQU	57E2
13334	GG	GG	GG	572D
13335	GGB	GGB	GGB	3631
13336	GGBA	GGRXU	GGRXU	9F03
13337	GGBAA	XGGRX	GGRXU	4D77
13338	GGBI	GGBI	GGBI	21409
13339	GGBI1	XGGBI	GGBI	2142C
13340	GGBI2	XXGGB	GGBI	
13341	GGBT	GGBT	GGBT	366A
13342	GGBUU	GGBUU	GGBUU	27839
13343	GGCE	GGCE	GGCE	580E
13344	GGCW	GGCW	GGCW	5899
13345	GGDI	GGDI	GGDI	5C01
13346	GGDI1	XGGDI	GGDI	
13347	GGE	GGE	GGE	2128B
13348	GGF	GGF	GGF	2436B
13349	GGFF	GGFF	GGFF	71C5
13350	GGF1	XGGF	GGF	
13351	GGG	GGG	GGG	579A
13352	GGGG	GGGG	GGGG	3653
13353	GGGI	GGGI	GGGI	21388
13354	GGGOG	GGGOG	GGGOG	214E8
13355	GGGU	GGGU	GGGU	582F
13356	GGGU1	XGGGU	GGGU	589D
13357	GGGW	GGGW	GGGW	
13358	GGG1	XXGGG	GGG	58F5
13359	GGG2	XGGG	GGG	212E3
13360	GGHNE	GGHNE	GGHNE	7474
13361	GGHNY	GGHNY	GGHNY	
13362	GGHN1	XGGHN	GGHNE	3C84
13363	GGHN2	XXGGH	GGHNE	23A9D
13364	GGHZ	XGGHA	GGHAF	4CCF
13365	GGI	GGI	GGI	2129B
13366	GGIK	GGIK	GGIK	21324
13367	GGIT	GGIT	GGIT	213D6
13368	GGKNI	GGKNI	GGKNI	57F6
13369	GGKNK	GGKNK	GGKNK	
13370	GGKN1	XGGKN	GGKN	
13371	GGKS	XGGKS	GGKS	52B8
13372	GGLI	GGLMI	GGLMI	45AF
13373	GGLN	GGLN	GGLN	5232
13374	GGMD	GGMD	GGMD	212CC
13375	GGMUN	GGMVN	GGMVN	24B3F
13376	GGNI	GGNI	GGNI	58D4
13377	GGNL	GGNL	GGNL	90BD
13378	GGNO	GGNO	GGNO	3C2A
13379	GGNQ	GGNQ	GGNQ	21390
13380	GGNU	GGNU	GGNU	21361
13381	GGOGG	GGOGG	GGOGG	
13382	GGOW	GGOW	GGOW	58BB
13383	GGP	GGP	GGP	605A
13384	GGPR	GGPR	GGPR	21332
13385	GGR	GGR	GGR	212E5
13386	GGRAU	GGRAU	GGRAU	90CC
13387	GGRLU	GGRLU	GGRLU	
13388	GGRU	XGGRL	GGRL	
13389	GGSHH	GGSHH	GGSHH	
13390	GGSHI	GGSHI	GGSHI	20724
13391	GGSK	GGSK	GGSK	
13392	GGSL	GGSL	GGSL	
13393	GGSS	GGSMM	GGSMM	26430
13394	GGTD	GGTD	GGTD	
13395	GGTE	GGTE	GGTE	214A1
13396	GGTH	GGTH	GGTH	21436
13397	GGUHZ	GUHAF	GUHAF	4D03
13398	GGUKS	GUKS	GUKS	208A9
13399	GGULN	GULN	GULN	207CB
13400	GGUMZ	GUMBC	GUMBC	9864
13401	GGUOG	XGUOG	GUOG	29038
13402	GGUOK	GUOK	GUOK	22FF2
13403	GGUYE	GUYE	GUYE	22FE3
13404	GGVK	GGVK	GGVK	594A
13405	GGY	GGY	GGY	5366
13406	GGYBP	GGYBP	GGYBP	2A69D
13407	GGYE	GGYE	GGYE	3A88
13408	GGZ	GGLC	GGLC	212FD
13409	GHA	GHA	GHA	2129A
13410	GHAB	GHAB	GHAB	21348
13411	GHAE	GHAE	GHAE	2138F
13412	GHAG	GHAG	GHAG	582D
13413	GHAJ	GHAJ	GHAJ	21347
13414	GHAU	GHAU	GHAU	21317
13415	GHBK	GHBK	GHBK	58BA
13416	GHBN	GHBN	GHBN	21358
13417	GHBR	GHBR	GHBR	57A7
13418	GHBT	GHBT	GHBT	212D2
13419	GHBT1	XGHBT	GHBT	
13420	GHBU	GHBU	GHBU	578D
13421	GHCK	GHCK	GHCK	214A0
13422	GHDA	GHDA	GHDA	
13423	GHDA1	XGHDA	GHDA	214C8
13424	GHDNO	GDNO	GDNO	
13425	GHDP	GHDP	GHDP	5856
13426	GHE	GHE	GHE	2155F
13426	GME	GME	GME	5742
13427	GHEJ	GHEJ	GHEJ	57C4
13428	GHER	GHER	GHER	578E
13429	GHEW	GHEW	GHEW	21349
13430	GHFD	GHFD	GHFD	5780
13431	GHFS	GHFS	GHFS	214D5
13432	GHFW	GHDW	GHDW	58A6
13433	GHGR	GHGR	GHGR	
13434	GHH	GYJJ	GYJJ	
13435	GHHB	GHHB	GHHB	214BA
13436	GHHC	GHHC	GHHC	
13437	GHHI	GHHI	GHHI	586E
13438	GHHNE	GHHNE	GHHNE	6BB8
13439	GHHW	GHHW	GHHW	586F
13440	GHIO	GHVO	GHVO	576C
13441	GHJ	GHJ	GHJ	5732
13442	GHJE	GHJE	GHJE	5845
13443	GHJF	GHGF	GHGF	58CE
13444	GHJG	GHJG	GHJG	5839
13445	GHJM	GHJM	GHJM	57F5
13446	GHJU	GHJU	GHJU	21386
13447	GHJU1	XGHJU	GHJU	
13448	GHJU2	XXGHJ	GHJU	
13449	GHJX	GHJX	GHJX	
13450	GHJX1	XGHJM	GHJM	212E8
13451	GHKB	GHKB	GHKB	58A7
13452	GHKM	GHKM	GHKM	21481
13453	GHKP	GHKP	GHKP	
13454	GHKY	GHKY	GHKY	
13455	GHLB	GHLB	GHLB	3656
13456	GHLC	GHLC	GHLC	214BB
13457	GHLI	GHLMI	GHLMI	87DA
13458	GHML	GHML	GHML	573B
13459	GHMMF	GHMMF	GHMMF	256F1
13460	GHMR	GHMR	GHMR	57A2
13461	GHMUN	GHMVN	GHMVN	750F
13462	GHMY	GHMY	GHMY	577C
13463	GHN	GHN	GHN	
13464	GHNBG	GHNBG	GHNBG	
13465	GHNBQ	GHNBQ	GHNBQ	
13466	GHND	GHND	GHND	579B
13467	GHNE	GHNE	GHNE	5744
13468	GHNI	GHNI	GHNI	5838
13469	GHOE	GHOE	GHOE	21423
13470	GHOE1	XGHOE	GHOE	21449
13471	GHOG	GHOG	GHOG	
13472	GHOG1	XGHOG	GHOG	2144A
13473	GHOI	GHOI	GHOI	21419
13474	GHON	GHON	GHON	57B3
13475	GHON1	XGHON	GHON	214CE
13476	GHOO	GHOO	GHOO	3661
13477	GHOP	GHOP	GHOP	212F8
13478	GHOR	GHOR	GHOR	366E
13479	GHP	GHP	GHP	572B
13480	GHPL	GHPL	GHPL	212B6
13481	GHPU	GHPU	GHPU	213F2
13482	GHQ	GHQ	GHQ	2126F
13483	GHQJ	GHQJ	GHQJ	21379
13484	GHQL	GHQL	GHQL	
13485	GHQM	GHQM	GHQM	212B3
13486	GHQR	GHQR	GHQR	21303
13487	GHQU	GHQU	GHQU	362A
13488	GHRF	GHRF	GHRF	5862
13489	GHRJ	GHRJ	GHRJ	57E0
13490	GHRR	GHRR	GHRR	5796
13491	GHRYO	GHRYO	GHRYO	28158
13492	GHS	GHS	GHS	21274
13493	GHSB	GHSB	GHSB	2139A
13494	GHSB1	XGHSB	GHSB	
13495	GHSF	GHSF	GHSF	214DE
13496	GHSH	GHSH	GHSH	2130F
13497	GHSJ	GHSJ	GHSJ	265ED
13498	GHSK	GHSK	GHSK	58BD
13499	GHSOK	XGSOK	GSOK	
13500	GHSS	GHSS	GHSS	21340
13501	GHSX	GHSX	GHSX	
13501	GNX	GNHX	GNHX	57F3
13502	GHT	GHT	GHT	21267
13503	GHTZ	GHTC	GHTC	214AC
13504	GHU	GHU	GHU	5725
13505	GHUD	GHUD	GHUD	365E
13506	GHUI	GHVI	GHVI	577B
13506	GHUM	GHPM	GHPM	577B
13507	GHUK	GHUK	GHUK	213E3
13508	GHUL	GHVL	GHVL	21281
13509	GHUI	GHVI	GHVI	577B
13509	GHUM	GHPM	GHPM	577B
13510	GHUP	GHVP	GHVP	5741
13511	GHUS	GHUS	GHUS	214B3
13512	GHVL	GHHL	GHHL	212A7
13513	GHVM	GPVM	GPVM	575E
13514	GHWI	GHUI	GHUI	584A
13515	GHWJ	GHWJ	GHWJ	57E4
13516	GHWL	XGHWJ	GHWJ	21504
13517	GHYN	GHYN	GHYN	213DA
13518	GHYN1	XGHYN	GHYN	
13519	GHYR	GHYR	GHYR	21310
13520	GHYU	GHYU	GHYU	
13521	GHYU1	XGHYU	GHYU	2149E
13522	GHZ	GHAF	GHAF	4CA7
13523	GHZD	GHAD	GHAD	213ED
13524	GHZV	GHAV	GHAV	21469
13525	GI	GI	GI	53BB
13526	GIA	GIA	GIA	66AC
13527	GIAPV	GIAPV	GIAPV	6705
13528	GIAV	GIAV	GIAV	57CC
13529	GIA1	XGIA	GIA	
13530	GIBA	GIRXU	GIRXU	9F01
13531	GIBBB	GIBBB	GIBBB	20B12
13532	GIBC	GIBC	GIBC	21396
13533	GIBI	GIBI	GIBI	365B
13534	GIBM	GIBM	GIBM	2133E
13535	GIBSD	GIBSD	GIBSD	20B09
13536	GIBT	GIBT	GIBT	76CD
13537	GIBT1	XGIBT	GIBT	25095
13538	GIBT2	XXGIB	GIBT	
13539	GIBU	GIBU	GIBU	2528D
13540	GIBUC	GIBUC	GIBUC	
13541	GIBUU	GIBUU	GIBUU	
13542	GIBU1	XGIBU	GIBU	
13543	GIC	GIC	GIC	28AD4
13544	GICE	GICE	GICE	57C8
13545	GID	GID	GID	69F7
13546	GID1	XGID	GID	
13547	GID2	XXGID	GID	212E0
13548	GID3			
13549	GID4			23657
13550	GIE	GIE	GIE	
13551	GIF	GIF	GIF	2437D
13551	GKF1	XGKF	GKF	71B1
13552	GIFH	GIFH	GIFH	20AF4
13553	GIFT	GIFT	GIFT	214FE
13554	GIFU	GIFU	GIFU	212C0
13555	GIG	GIG	GIG	588A
13556	GIGCE	GIGCE	GIGCE	2156E
13557	GIGII	GIGII	GIGII	20B11
13558	GIGW	GIGW	GIGW	214DC
13559	GIG1	XGIG	GIG	583C
13560	GIG2	XXGIG	GIG	21383
13561	GIHAB	GIHAB	GIHAB	5E6B
13562	GIHF	GIHF	GIHF	5884
13563	GIHM	GIHM	GIHM	21353
13564	GIHNE	GIHNE	GIHNE	23AD0
13565	GIHN1	XGIHN	GIHNE	27385
13566	GIHN2	XXGIH	GIHNE	273DA
13567	GIHO	GIHO	GIHO	8D71
13568	GIHP	XGIRP	GIRP	3673
13569	GIHQ	GIHQ	GIHQ	728E
13570	GIHR	GIHR	GIHR	583F
13571	GIHS	GIHS	GIHS	57CE
13572	GIHSE	GIHSE	GIHSE	
13572	GISLE	GISLE	GISLE	53DD
13573	GIHT	GIST	GIST	58AD
13573	GSBT	GSBT	GSBT	
13574	GIHV	GIHV	GIHV	364E
13575	GIHV1	XGIHV	GIHV	212E1
13576	GIHW	GIHW	GIHW	214B7
13577	GIHWI	GIHUI	GIHUI	9B57
13578	GIHWJ	GIHWJ	GIHWJ	20B08
13579	GIHZ	GIHAF	GIHAF	2A1D8
13580	GII	GII	GII	2134C
13581	GIIB	GIIB	GIIB	365F
13582	GIIH	GIIH	GIIH	588B
13583	GIIJB	GIIJB	GIIJB	20B03
13584	GIIP	GIIP	GIIP	21450
13585	GIJ	GIJ	GIJ	212B8
13586	GIJB	GIJB	GIJB	57D4
13587	GIJC	GIJC	GIJC	2128D
13588	GIJE	GIJE	GIJE	2130B
13589	GIJWJ	GIJWJ	GIJWJ	2838C
13590	GIJW1	XGIJW	GIJW	
13591	GIK	GIK	GIK	21269
13592	GIKE	GIKE	GIKE	577A
13592	GIKK	GIKK	GIKK	577A
13593	GIKF	GIKF	GIKF	
13594	GIKE	GIKE	GIKE	577A
13594	GIKK	GIKK	GIKK	577A
13595	GIKP	GIKP	GIKP	5785
13596	GIKS	GIKS	GIKS	
13596	GKKS	GKKS	GKKS	52E2
13597	GIKS1	XGIKS	GIKS	52AB
13598	GIL	GITJ	GITJ	21354
13599	GILB	GILB	GILB	5889
13600	GILB1	XGILB	GILB	5E47
13601	GILB2	XXGIL	GILB	
13602	GILB3			22122
13603	GILE	GILE	GILE	21413
13604	GILI	GILMI	GILMI	
13605	GILI1	GILI	GILI	2133A
13606	GILN	GILN	GILN	5226
13607	GILO	GILO	GILO	2133B
13608	GILR	GILR	GILR	5858
13609	GIMIG	GIMIG	GIMIG	2694E
13610	GIMMI	GIMMI	GIMMI	366F
13611	GIMNR	GIMNR	GIMNR	20CCC
13612	GIMS	GIMS	GIMS	214A4
13613	GIMZ	GIMBC	GIMBC	4ABA
13614	GINE	GINE	GINE	214CA
13615	GINHE	GINHE	GINHE	20AF3
13616	GININ	GININ	GININ	20AFE
13617	GINL	XGINL	GINL	286AB
13618	GINO	GINO	GINO	3C26
13619	GINOO	GINOO	GINOO	
13620	GINSD	GINSD	GINSD	
13621	GINWF	GINWF	GINWF	4C80
13622	GINXU	GINXU	GINXU	2A6B8
13623	GINYO	GINYO	GINYO	24D22
13624	GINZ	GINN	GINN	57BF
13625	GIOAV	GIOIV	GIOIV	
13626	GIOK	GIOK	GIOK	57C3
13627	GIP	GIP	GIP	227EF
13628	GIPG	GIPG	GIPG	214B2
13629	GIQ	GIQ	GIQ	
13630	GIQ1	XGIQ	GIQ	
13631	GIQ2	XXGIQ	GIQ	3A0D
13632	GIR	GIR	GIR	576E
13633	GIRM	GIRM	GIRM	57DF
13634	GIRP	GIRP	GIRP	551F
13635	GIRU	GIRU	GIRU	
13636	GIRYO	GIRYO	GIRYO	481F
13637	GIS	GIS	GIS	
13638	GISB	GISB	GISB	
13639	GISH	GISH	GISH	5227
13640	GISHH	GISHH	GISHH	523C
13640	GISK	GISK	GISK	523C
13641	GISHI	GISHI	GISHI	523C
13642	GISHH	GISHH	GISHH	523C
13642	GISK	GISK	GISK	523C
13643	GISL	GISL	GISL	5374
13644	GIHSE	GIHSE	GIHSE	
13644	GISLE	GISLE	GISLE	53DD
13645	GISL1	XGISL	GISL	
13646	GISQF	GISQF	GISQF	
13647	GISQ1	XGISQ	GISQ	
13648	GISS	GISMM	GISMM	7FFF
13649	GIT	GIT	GIT	5F06
13650	GITB	GITB	GITB	
13651	GITC	GITC	GITC	58D9
13652	GITC1	XGITC	GITC	
13653	GITE	GITE	GITE	21368
13654	GITF	GITF	GITF	588C
13655	GITG	GITG	GITG	2134A
13656	GITLJ	GITLJ	GITLJ	97A4
13657	GITMZ	GTMBC	GTMBC	4AE6
13658	GITNL	GTNL	GTNL	28734
13659	GITNO	XXGTN	GTNO	238F9
13660	GITOK	GTOK	GTOK	
13661	GITQ	GITQ	GITQ	263B7
13662	GITU	GITU	GITU	21369
13663	GITYE	XGTYE	GTYE	22FA9
13664	GIT1	XGIT	GIT	212AF
13665	GIV	GIV	GIV	3702
13666	GIVB	GIVB	GIVB	
13667	GIVIF	GIVIF	GIVIF	2608C
13668	GIV1	XGIV	GIV	
13669	GIWG	GIWG	GIWG	367B
13670	GIWG1	XGIWG	GIWG	213C2
13671	GIXF	GIXF	GIXF	2141D
13672	GIXP	GIXP	GIXP	5876
13673	GIYD	GIYD	GIYD	214D4
13674	GIYF	GIYF	GIYF	
13675	GIYF1	XGIYF	GIYF	
13676	GIYHV	GIYHV	GIYHV	
13677	GIYMR	GIYMR	GIYMR	
13678	GIYPB	GIYPB	GIYPB	
13679	GIYPN	GIYPN	GIYPN	4594
13680	GIYPU	GIYPU	GIYPU	
13681	GIYR	GIYR	GIYR	2133D
13682	GI1	XGI	GI	5739
13683	GI2	XXGI	GI	5721
13684	GI3	XXXGI	GI	
13685	GJ	GJ	GJ	2123F
13686	GJAV	GJAV	GJAV	213C9
13687	GJBC	GJBC	GJBC	586B
13688	GJBD	GJBD	GJBD	212EF
13689	GJBL	GJBJ	GJBJ	2139C
13690	GJBM	GJBM	GJBM	57F4
13690	GJBV	GJBV	GJBV	
13691	GJBM	GJBM	GJBM	57F4
13691	GJBV	GJBV	GJBV	
13692	GJBV1	XGJBV	GJBV	3682
13693	GJC	GJC	GJC	5779
13694	GJCJ	GJCJ	GJCJ	
13695	GJCK	GJCK	GJCK	5817
13696	GJCM	GJCM	GJCM	57EA
13697	GJCN	GJCN	GJCN	3640
13698	GJCN1	XGJCN	GJCN	212C9
13699	GJCR	GJCR	GJCR	584E
13700	GJCR1	XGJCR	GJCR	2145B
13701	GJCU	GJCU	GJCU	21463
13702	GJC1	XGJC	GJC	
13703	GJDI	GJDI	GJDI	57A8
13704	GJDS	GJDS	GJDS	21367
13705	GJFC	GJMC	GJMC	214A8
13706	GJHN	GJHN	GJHN	212AB
13707	GJHNE	GJHNE	GJHNE	8F42
13708	GJHP	GJHP	GJHP	579E
13709	GJIG	GJIG	GJIG	
13710	GJJC	GJJC	GJJC	21486
13711	GJJL	GJJL	GJJL	2141B
13712	GJJN	GJJN	GJJN	5898
13713	GJK	GJK	GJK	2124B
13714	GJKI	GJKI	GJKI	3646
13715	GJKK	GJKK	GJKK	2147D
13716	GJKR	GJKR	GJKR	213FE
13717	GJMC	XGJMC	GJMC	21414
